"Variable Identifier","Variable Name","Variable Description","Variable Abbreviation","Trait Identifier","Trait Name","Trait Description","Trait Abbreviation","Method Identifier","Method Name","Method Description","Method Abbreviation","Unit Identifier","Unit Name","Unit Description","Unit Abbreviation","Scale Class"

